image_id,status,reason,logged_at_utc
"LT05_135045_19930202,LT05_135046_19930202",ok,length_m=53253.4 rss_mb=597 peak_mb=927,2026-08-31T04:51:16.017621+00:00
LT05_136045_19930225,ok,length_m=84395.3 rss_mb=597 peak_mb=927,2026-08-31T04:51:49.951479+00:00
LT05_136045_19931124,ok,length_m=84894.9 rss_mb=597 peak_mb=927,2026-08-31T04:52:27.545565+00:00
"LT05_135045_19931203,LT05_135046_19931203",ok,length_m=55174.7 rss_mb=597 peak_mb=927,2026-08-31T04:53:00.141135+00:00
"LT05_135045_19941120,LT05_135046_19941120",ok,length_m=58204.5 rss_mb=597 peak_mb=931,2026-08-31T04:53:28.805347+00:00
"LT05_136045_19950319,LT05_136046_19950319",ok,length_m=82833.9 rss_mb=597 peak_mb=931,2026-08-31T04:53:58.034904+00:00
LT05_136045_19951216,ok,length_m=93132.8 rss_mb=597 peak_mb=931,2026-08-31T04:54:27.890589+00:00
LT05_136045_19970119,ok,length_m=70966.8 rss_mb=597 peak_mb=931,2026-08-31T04:54:59.592339+00:00
"LT05_136045_19980106,LT05_136046_19980106",ok,length_m=74620.0 rss_mb=597 peak_mb=931,2026-08-31T04:55:27.371225+00:00
"LT05_135045_19981115,LT05_135046_19981115",ok,length_m=50911.7 rss_mb=597 peak_mb=931,2026-08-31T04:55:51.854896+00:00
"LT05_136045_19981208,LT05_136046_19981208",ok,length_m=92626.3 rss_mb=597 peak_mb=931,2026-08-31T04:56:22.897023+00:00
"LT05_136045_20000229,LT05_136046_20000229",ok,length_m=94541.8 rss_mb=597 peak_mb=931,2026-08-31T04:56:52.340692+00:00
"LT05_136045_20001111,LT05_136046_20001111",ok,length_m=86312.4 rss_mb=598 peak_mb=931,2026-08-31T04:57:27.187923+00:00
"LE07_135045_20001112,LE07_135046_20001112",ok,length_m=60845.2 rss_mb=598 peak_mb=931,2026-08-31T04:57:57.581481+00:00
"LE07_135045_20020219,LE07_135046_20020219",ok,length_m=52750.3 rss_mb=598 peak_mb=931,2026-08-31T04:58:28.092169+00:00
LE07_136045_20020226,ok,length_m=79452.6 rss_mb=597 peak_mb=931,2026-08-31T04:58:55.093946+00:00
"LE07_136045_20030128,LE07_136046_20030128",ok,length_m=87198.3 rss_mb=597 peak_mb=931,2026-08-31T04:59:22.808970+00:00
"LE07_135045_20030222,LE07_135046_20030222",ok,length_m=52722.6 rss_mb=597 peak_mb=931,2026-08-31T04:59:48.612624+00:00
"LT05_136045_20040327,LT05_136046_20040327",ok,length_m=99525.8 rss_mb=598 peak_mb=931,2026-08-31T05:00:24.762582+00:00
"LE07_135045_20041107,LE07_135046_20041107",ok,length_m=29761.5 rss_mb=598 peak_mb=931,2026-08-31T05:01:29.125124+00:00
"LT05_136045_20050210,LT05_136046_20050210",ok,length_m=93545.5 rss_mb=599 peak_mb=931,2026-08-31T05:02:33.823793+00:00
"LT05_136045_20051125,LT05_136046_20051125",ok,length_m=93191.4 rss_mb=598 peak_mb=931,2026-08-31T05:03:28.875006+00:00
LT05_136045_20061128,ok,length_m=80276.8 rss_mb=598 peak_mb=931,2026-08-31T05:04:24.471024+00:00
LT05_135046_20061223,ok,length_m=57650.7 rss_mb=598 peak_mb=931,2026-08-31T05:05:01.930009+00:00
"LT05_135045_20080228,LT05_135046_20080228",ok,length_m=51204.3 rss_mb=598 peak_mb=931,2026-08-31T05:05:33.912510+00:00
"LT05_136045_20080306,LT05_136046_20080306",ok,length_m=90886.5 rss_mb=598 peak_mb=932,2026-08-31T05:06:07.734119+00:00
"LT05_136045_20081117,LT05_136046_20081117",ok,length_m=95727.7 rss_mb=598 peak_mb=932,2026-08-31T05:06:42.750034+00:00
"LT05_135045_20091113,LT05_135046_20091113",ok,length_m=53965.7 rss_mb=598 peak_mb=932,2026-08-31T05:07:14.843400+00:00
"LT05_136045_20100123,LT05_136046_20100123",ok,length_m=91273.9 rss_mb=599 peak_mb=932,2026-08-31T05:07:46.714282+00:00
LT05_136045_20101123,ok,length_m=90335.1 rss_mb=598 peak_mb=932,2026-08-31T05:08:16.650234+00:00
"LT05_135045_20110204,LT05_135046_20110204",ok,length_m=53529.7 rss_mb=598 peak_mb=932,2026-08-31T05:08:43.561324+00:00
"LT05_136045_20111110,LT05_136046_20111110",ok,length_m=69716.9 rss_mb=598 peak_mb=932,2026-08-31T05:09:12.928145+00:00
"LE07_135045_20121129,LE07_135046_20121129",ok,length_m=28429.6 rss_mb=598 peak_mb=932,2026-08-31T05:09:39.263050+00:00
"LE07_136045_20121206,LE07_136046_20121206",ok,length_m=56351.6 rss_mb=598 peak_mb=932,2026-08-31T05:10:37.894638+00:00
"LE07_135045_20121215,LE07_135046_20121215",ok,length_m=30350.6 rss_mb=598 peak_mb=932,2026-08-31T05:11:17.862459+00:00
"LE07_136045_20130123,LE07_136046_20130123",ok,length_m=51698.9 rss_mb=598 peak_mb=932,2026-08-31T05:12:57.952511+00:00
"LC08_135045_20131108,LC08_135046_20131108",ok,length_m=52457.2 rss_mb=599 peak_mb=932,2026-08-31T05:14:33.478812+00:00
"LC08_136045_20140118,LC08_136046_20140118",ok,length_m=85574.9 rss_mb=598 peak_mb=932,2026-08-31T05:15:27.014586+00:00
"LC08_135045_20141213,LC08_135046_20141213",ok,length_m=48945.0 rss_mb=598 peak_mb=932,2026-08-31T05:16:01.570001+00:00
"LC08_136045_20141220,LC08_136046_20141220",ok,length_m=86420.7 rss_mb=598 peak_mb=932,2026-08-31T05:16:31.350294+00:00
"LC08_135045_20151130,LC08_135046_20151130",ok,length_m=50641.7 rss_mb=598 peak_mb=932,2026-08-31T05:16:58.608524+00:00
"LC08_136045_20160108,LC08_136046_20160108",ok,length_m=89771.5 rss_mb=598 peak_mb=932,2026-08-31T05:17:30.463377+00:00
"20161120T042052_20161120T042434_T46QCJ,20161120T042052_20161120T042434_T46QDH,20161120T042052_20161120T042434_T46QDJ",ok,length_m=93452.9 rss_mb=635 peak_mb=3070,2026-08-31T05:20:31.423885+00:00
"20171120T042049_20171120T042828_T46QCJ,20171120T042049_20171120T042828_T46QDJ",ok,length_m=92165.2 rss_mb=633 peak_mb=3092,2026-08-31T05:23:24.129824+00:00
"20181130T042121_20181130T042551_T46QCJ,20181130T042121_20181130T042551_T46QDH,20181130T042121_20181130T042551_T46QDJ",ok,length_m=93952.8 rss_mb=633 peak_mb=3092,2026-08-31T05:26:05.984110+00:00
"20191105T041941_20191105T042414_T46QCJ,20191105T041941_20191105T042414_T46QDH,20191105T041941_20191105T042414_T46QDJ",ok,length_m=94553.5 rss_mb=632 peak_mb=3092,2026-08-31T05:28:44.162838+00:00
"20201109T042011_20201109T042039_T46QCJ,20201109T042011_20201109T042039_T46QDH,20201109T042011_20201109T042039_T46QDJ",ok,length_m=94639.7 rss_mb=632 peak_mb=3092,2026-08-31T05:31:37.069503+00:00
"LC09_136045_20211119,LC09_136046_20211119",ok,length_m=91201.5 rss_mb=598 peak_mb=3092,2026-08-31T05:32:16.258817+00:00
"20221114T042029_20221114T043106_T46QCJ,20221114T042029_20221114T043106_T46QDH,20221114T042029_20221114T043106_T46QDJ",ok,length_m=94451.2 rss_mb=632 peak_mb=3092,2026-08-31T05:35:05.259011+00:00
"20231109T042009_20231109T043050_T46QCJ,20231109T042009_20231109T043050_T46QDH,20231109T042009_20231109T043050_T46QDJ",ok,length_m=94494.9 rss_mb=632 peak_mb=3092,2026-08-31T05:37:50.605643+00:00
"20241123T042019_20241123T043006_T46QCJ,20241123T042019_20241123T043006_T46QDH,20241123T042019_20241123T043006_T46QDJ",ok,length_m=94784.0 rss_mb=632 peak_mb=3092,2026-08-31T05:40:47.362009+00:00
LC08_136045_20131014,ok,length_m=0.0 rss_mb=607 peak_mb=788,2026-09-15T03:54:41.465348+00:00
"LC08_136045_20140510,LC08_136046_20140510",ok,length_m=0.0 rss_mb=711 peak_mb=824,2026-09-15T03:55:24.942327+00:00
"LC08_136045_20150105,LC08_136046_20150105",ok,length_m=0.0 rss_mb=717 peak_mb=831,2026-09-15T03:55:56.973020+00:00
"LC08_136045_20150206,LC08_136046_20150206",ok,length_m=0.0 rss_mb=717 peak_mb=831,2026-09-15T03:56:29.776343+00:00
"LC08_136045_20151105,LC08_136046_20151105",ok,length_m=0.0 rss_mb=717 peak_mb=831,2026-09-15T03:57:02.793318+00:00
"LC08_136045_20160209,LC08_136046_20160209",ok,length_m=0.0 rss_mb=717 peak_mb=831,2026-09-15T03:57:36.665674+00:00
"LC08_136045_20160429,LC08_136046_20160429",ok,length_m=0.0 rss_mb=717 peak_mb=831,2026-09-15T03:58:10.963162+00:00
"LC08_136045_20171025,LC08_136046_20171025",ok,length_m=0.0 rss_mb=717 peak_mb=831,2026-09-15T03:58:41.011347+00:00
"LC08_136045_20180505,LC08_136046_20180505",ok,length_m=0.0 rss_mb=721 peak_mb=835,2026-09-15T03:59:13.426210+00:00
"LC08_135045_20200417,LC08_135046_20200417",ok,length_m=0.0 rss_mb=721 peak_mb=835,2026-09-15T03:59:48.893538+00:00
"LC08_136045_20210310,LC08_136046_20210310",ok,length_m=0.0 rss_mb=721 peak_mb=835,2026-09-15T04:00:21.757325+00:00
LC09_136045_20220609,ok,length_m=0.0 rss_mb=722 peak_mb=836,2026-09-15T04:00:54.966630+00:00
"LC09_135045_20230213,LC09_135046_20230213",ok,length_m=0.0 rss_mb=722 peak_mb=836,2026-09-15T04:01:24.364037+00:00
"20230324T041549_20230324T043035_T46QCJ,20230324T041549_20230324T043035_T46QDH,20230324T041549_20230324T043035_T46QDJ",error,ValueError: too few sand/water interface pixels to threshold — check the classifier output and the search zone,2026-09-15T04:02:30.145508+00:00
"LC09_136045_20230730,LC09_136046_20230730",ok,length_m=0.0 rss_mb=722 peak_mb=3104,2026-09-15T04:03:04.730474+00:00
"20230811T041559_20230811T042936_T46QCJ,20230811T041559_20230811T042936_T46QDH,20230811T041559_20230811T042936_T46QDJ",error,ValueError: too few sand/water interface pixels to threshold — check the classifier output and the search zone,2026-09-15T04:04:09.978538+00:00
LC08_136045_20230924,ok,length_m=0.0 rss_mb=722 peak_mb=3105,2026-09-15T04:04:42.867176+00:00
"LC09_136045_20231221,LC09_136046_20231221",ok,length_m=0.0 rss_mb=722 peak_mb=3105,2026-09-15T04:05:15.580414+00:00
"LC08_136045_20240114,LC08_136046_20240114",ok,length_m=0.0 rss_mb=722 peak_mb=3105,2026-09-15T04:05:54.697899+00:00
"LC09_136045_20240207,LC09_136046_20240207",ok,length_m=0.0 rss_mb=722 peak_mb=3105,2026-09-15T04:06:26.091160+00:00
"LC09_136045_20240223,LC09_136046_20240223",ok,length_m=0.0 rss_mb=722 peak_mb=3105,2026-09-15T04:06:58.851394+00:00
"LC08_135045_20240224,LC08_135046_20240224",ok,length_m=0.0 rss_mb=722 peak_mb=3105,2026-09-15T04:07:31.055568+00:00
"LC09_135045_20240319,LC09_135046_20240319",ok,length_m=0.0 rss_mb=722 peak_mb=3105,2026-09-15T04:08:08.538533+00:00
"LC08_135045_20240412,LC08_135046_20240412",ok,length_m=0.0 rss_mb=723 peak_mb=3105,2026-09-15T04:08:38.760624+00:00
"LC09_136045_20250108,LC09_136046_20250108",ok,length_m=0.0 rss_mb=723 peak_mb=3105,2026-09-15T04:09:12.721627+00:00
"LC08_136045_20250321,LC08_136046_20250321",ok,length_m=0.0 rss_mb=723 peak_mb=3105,2026-09-15T04:09:44.853400+00:00
LC09_136045_20250414,ok,length_m=0.0 rss_mb=723 peak_mb=3105,2026-09-15T04:10:19.178494+00:00
"LC09_135045_20250423,LC09_135046_20250423",ok,length_m=0.0 rss_mb=723 peak_mb=3105,2026-09-15T04:10:50.818676+00:00
LC08_136045_20250508,ok,length_m=0.0 rss_mb=723 peak_mb=3105,2026-09-15T04:11:22.769755+00:00
"20251019T041709_20251019T043149_T46QCJ,20251019T041709_20251019T043149_T46QDH,20251019T041709_20251019T043149_T46QDJ",ok,length_m=74153.0 rss_mb=743 peak_mb=3106,2026-09-15T04:14:14.425678+00:00
"LC09_136045_20251023,LC09_136046_20251023",ok,length_m=0.0 rss_mb=725 peak_mb=3106,2026-09-15T04:14:49.303297+00:00
"20251024T041851_20251024T043011_T46QCJ,20251024T041851_20251024T043011_T46QDH,20251024T041851_20251024T043011_T46QDJ",ok,length_m=56424.9 rss_mb=743 peak_mb=3107,2026-09-15T04:17:32.969996+00:00
"20251026T042221_20251026T042221_T46QCJ,20251026T042221_20251026T042221_T46QDH,20251026T042221_20251026T042221_T46QDJ",ok,length_m=61365.7 rss_mb=743 peak_mb=3125,2026-09-15T04:20:28.467184+00:00
"20251029T041809_20251029T042536_T46QCJ,20251029T041809_20251029T042536_T46QDH,20251029T041809_20251029T042536_T46QDJ",ok,length_m=93328.6 rss_mb=743 peak_mb=3125,2026-09-15T04:23:26.840138+00:00
"LC08_136045_20251031,LC08_136046_20251031",ok,length_m=82726.9 rss_mb=725 peak_mb=3125,2026-09-15T04:24:08.494470+00:00
"LC09_136045_20251108,LC09_136046_20251108",ok,length_m=86107.7 rss_mb=725 peak_mb=3125,2026-09-15T04:24:51.506235+00:00
"20251108T041859_20251108T042654_T46QCJ,20251108T041859_20251108T042654_T46QDH,20251108T041859_20251108T042654_T46QDJ",ok,length_m=87963.7 rss_mb=743 peak_mb=3125,2026-09-15T04:27:56.689563+00:00
"20251113T042111_20251113T042528_T46QCJ,20251113T042111_20251113T042528_T46QDH,20251113T042111_20251113T042528_T46QDJ",ok,length_m=92996.4 rss_mb=744 peak_mb=3125,2026-09-15T04:31:03.124986+00:00
"20251115T042221_20251115T042220_T46QCJ,20251115T042221_20251115T042220_T46QDH,20251115T042221_20251115T042220_T46QDJ",ok,length_m=92870.2 rss_mb=743 peak_mb=3125,2026-09-15T04:34:02.513370+00:00
"LC08_136045_20251116,LC08_136046_20251116",ok,length_m=87093.4 rss_mb=725 peak_mb=3125,2026-09-15T04:34:41.786446+00:00
"20251118T041949_20251118T042929_T46QCJ,20251118T041949_20251118T042929_T46QDH,20251118T041949_20251118T042929_T46QDJ",ok,length_m=92979.2 rss_mb=744 peak_mb=3125,2026-09-15T04:37:39.922664+00:00
"20251123T042121_20251123T042533_T46QCJ,20251123T042121_20251123T042533_T46QDH,20251123T042121_20251123T042533_T46QDJ",ok,length_m=90817.2 rss_mb=744 peak_mb=3125,2026-09-15T04:40:45.249765+00:00
"LC09_136045_20251124,LC09_136046_20251124",ok,length_m=88796.5 rss_mb=725 peak_mb=3125,2026-09-15T04:41:26.297011+00:00
"LC08_135045_20251125,LC08_135046_20251125",ok,length_m=51193.8 rss_mb=725 peak_mb=3125,2026-09-15T04:42:07.899361+00:00
"20251128T042029_20251128T042729_T46QCJ,20251128T042029_20251128T042729_T46QDH,20251128T042029_20251128T042729_T46QDJ",ok,length_m=94561.3 rss_mb=744 peak_mb=3125,2026-09-15T04:45:18.605636+00:00
"LC09_135045_20251203,LC09_135046_20251203",ok,length_m=50144.1 rss_mb=725 peak_mb=3125,2026-09-15T04:46:06.271662+00:00
"20251203T042151_20251203T042603_T46QCJ,20251203T042151_20251203T042603_T46QDH,20251203T042151_20251203T042603_T46QDJ",ok,length_m=95058.0 rss_mb=744 peak_mb=3125,2026-09-15T04:49:21.968588+00:00
"20251205T042221_20251205T042221_T46QCJ,20251205T042221_20251205T042221_T46QDH,20251205T042221_20251205T042221_T46QDJ",ok,length_m=93277.0 rss_mb=743 peak_mb=3125,2026-09-15T04:52:39.262188+00:00
"20251208T042059_20251208T043045_T46QCJ,20251208T042059_20251208T043045_T46QDH,20251208T042059_20251208T043045_T46QDJ",ok,length_m=93524.2 rss_mb=743 peak_mb=3125,2026-09-15T04:56:03.232599+00:00
"LC09_136045_20251210,LC09_136046_20251210",ok,length_m=91289.3 rss_mb=725 peak_mb=3125,2026-09-15T04:56:43.175261+00:00
"LC08_135045_20251211,LC08_135046_20251211",ok,length_m=51279.1 rss_mb=725 peak_mb=3125,2026-09-15T04:57:22.485010+00:00
"20251213T042201_20251213T042619_T46QCJ,20251213T042201_20251213T042619_T46QDH,20251213T042201_20251213T042619_T46QDJ",ok,length_m=94247.2 rss_mb=731 peak_mb=3125,2026-09-15T05:00:48.424236+00:00
"LC08_136045_20251218,LC08_136046_20251218",ok,length_m=86291.3 rss_mb=713 peak_mb=3125,2026-09-15T05:01:30.719078+00:00
"20251218T042109_20251218T043058_T46QCJ,20251218T042109_20251218T043058_T46QDH,20251218T042109_20251218T043058_T46QDJ",ok,length_m=92891.8 rss_mb=731 peak_mb=3125,2026-09-15T05:04:36.541022+00:00
"LC09_135045_20251219,LC09_135046_20251219",ok,length_m=50923.7 rss_mb=713 peak_mb=3125,2026-09-15T05:05:17.624127+00:00
"20251223T042211_20251223T042622_T46QCJ,20251223T042211_20251223T042622_T46QDH,20251223T042211_20251223T042622_T46QDJ",ok,length_m=93278.0 rss_mb=731 peak_mb=3125,2026-09-15T05:08:53.483899+00:00
"20251225T042231_20251225T042225_T46QCJ,20251225T042231_20251225T042225_T46QDH,20251225T042231_20251225T042225_T46QDJ",ok,length_m=93608.2 rss_mb=731 peak_mb=3125,2026-09-15T05:11:50.792989+00:00
"LC08_135045_20251227,LC08_135046_20251227",ok,length_m=51625.8 rss_mb=713 peak_mb=3125,2026-09-15T05:12:28.279217+00:00
"20260102T042201_20260102T042617_T46QCJ,20260102T042201_20260102T042617_T46QDH,20260102T042201_20260102T042617_T46QDJ",ok,length_m=92426.4 rss_mb=731 peak_mb=3125,2026-09-15T05:15:23.979960+00:00
"LC08_136045_20260103,LC08_136046_20260103",ok,length_m=69758.4 rss_mb=712 peak_mb=3125,2026-09-15T05:16:08.398187+00:00
"LC09_135045_20260104,LC09_135046_20260104",ok,length_m=49841.1 rss_mb=712 peak_mb=3125,2026-09-15T05:16:51.836277+00:00
"20260107T042049_20260107T042546_T46QCJ,20260107T042049_20260107T042546_T46QDH,20260107T042049_20260107T042546_T46QDJ",ok,length_m=93469.8 rss_mb=730 peak_mb=3125,2026-09-15T05:19:55.041907+00:00
"20260112T042141_20260112T042553_T46QCJ,20260112T042141_20260112T042553_T46QDH,20260112T042141_20260112T042553_T46QDJ",ok,length_m=94024.2 rss_mb=731 peak_mb=3125,2026-09-15T05:23:03.527711+00:00
"20260117T042019_20260117T042556_T46QCJ,20260117T042019_20260117T042556_T46QDH,20260117T042019_20260117T042556_T46QDJ",ok,length_m=94083.0 rss_mb=727 peak_mb=3125,2026-09-15T05:26:13.259372+00:00
"LC08_136045_20260119,LC08_136046_20260119",ok,length_m=86311.2 rss_mb=709 peak_mb=3125,2026-09-15T05:26:55.537661+00:00
"LC09_135045_20260120,LC09_135046_20260120",ok,length_m=51956.6 rss_mb=709 peak_mb=3125,2026-09-15T05:27:36.033373+00:00
"20260122T042101_20260122T042516_T46QCJ,20260122T042101_20260122T042516_T46QDH,20260122T042101_20260122T042516_T46QDJ",ok,length_m=92616.2 rss_mb=728 peak_mb=3125,2026-09-15T05:30:43.621050+00:00
"LC09_136045_20260127,LC09_136046_20260127",ok,length_m=87791.3 rss_mb=709 peak_mb=3125,2026-09-15T05:31:28.814341+00:00
"20260127T041939_20260127T043040_T46QCJ,20260127T041939_20260127T043040_T46QDH,20260127T041939_20260127T043040_T46QDJ",ok,length_m=94815.6 rss_mb=728 peak_mb=3125,2026-09-15T05:34:29.699650+00:00
"20260201T042011_20260201T042426_T46QCJ,20260201T042011_20260201T042426_T46QDH,20260201T042011_20260201T042426_T46QDJ",ok,length_m=91649.9 rss_mb=727 peak_mb=3125,2026-09-15T05:37:46.381264+00:00
"LC09_135045_20260205,LC09_135046_20260205",ok,length_m=50686.7 rss_mb=709 peak_mb=3125,2026-09-15T05:38:24.580537+00:00
"20260206T041839_20260206T043141_T46QCJ,20260206T041839_20260206T043141_T46QDH,20260206T041839_20260206T043141_T46QDJ",ok,length_m=93061.0 rss_mb=727 peak_mb=3125,2026-09-15T05:41:23.787014+00:00
"20260211T041911_20260211T042330_T46QCJ,20260211T041911_20260211T042330_T46QDH,20260211T041911_20260211T042330_T46QDJ",ok,length_m=94422.4 rss_mb=727 peak_mb=3125,2026-09-15T05:44:25.891035+00:00
"LC09_136045_20260212,LC09_136046_20260212",ok,length_m=86841.6 rss_mb=710 peak_mb=3125,2026-09-15T05:45:24.932777+00:00
"LC08_135045_20260213,LC08_135046_20260213",ok,length_m=50581.9 rss_mb=709 peak_mb=3125,2026-09-15T05:46:12.874038+00:00
"20260216T041739_20260216T042840_T46QCJ,20260216T041739_20260216T042840_T46QDH,20260216T041739_20260216T042840_T46QDJ",ok,length_m=92079.7 rss_mb=727 peak_mb=3125,2026-09-15T05:49:41.661605+00:00
"LC08_136045_20260220,LC08_136046_20260220",ok,length_m=76995.5 rss_mb=710 peak_mb=3125,2026-09-15T05:50:23.794470+00:00
"LC09_135045_20260221,LC09_135046_20260221",ok,length_m=0.0 rss_mb=710 peak_mb=3125,2026-09-15T05:50:57.687949+00:00
"20260221T041811_20260221T042226_T46QCJ,20260221T041811_20260221T042226_T46QDH,20260221T041811_20260221T042226_T46QDJ",ok,length_m=101767.1 rss_mb=728 peak_mb=3125,2026-09-15T05:53:56.294423+00:00
"20260226T041629_20260226T043221_T46QCJ,20260226T041629_20260226T043221_T46QDH,20260226T041629_20260226T043221_T46QDJ",ok,length_m=94200.2 rss_mb=727 peak_mb=3125,2026-09-15T05:57:01.941783+00:00
"LC09_136045_20260228,LC09_136046_20260228",ok,length_m=0.0 rss_mb=709 peak_mb=3125,2026-09-15T05:57:42.859058+00:00
"LC08_135045_20260301,LC08_135046_20260301",ok,length_m=52884.9 rss_mb=709 peak_mb=3125,2026-09-15T05:58:38.377018+00:00
"20260303T041701_20260303T042032_T46QCJ,20260303T041701_20260303T042032_T46QDH,20260303T041701_20260303T042032_T46QDJ",ok,length_m=90755.1 rss_mb=728 peak_mb=3125,2026-09-15T06:01:41.807961+00:00
"LC08_136045_20260308,LC08_136046_20260308",ok,length_m=83587.6 rss_mb=710 peak_mb=3125,2026-09-15T06:02:25.018633+00:00
"20260308T041549_20260308T043123_T46QCJ,20260308T041549_20260308T043123_T46QDH,20260308T041549_20260308T043123_T46QDJ",ok,length_m=92721.6 rss_mb=728 peak_mb=3125,2026-09-15T06:05:23.078403+00:00
"LC09_135045_20260309,LC09_135046_20260309",ok,length_m=51300.9 rss_mb=709 peak_mb=3125,2026-09-15T06:06:02.328416+00:00
"20260313T041551_20260313T043044_T46QCJ,20260313T041551_20260313T043044_T46QDH,20260313T041551_20260313T043044_T46QDJ",ok,length_m=103885.6 rss_mb=738 peak_mb=3125,2026-09-15T06:09:10.890973+00:00
"LC09_136045_20260316,LC09_136046_20260316",ok,length_m=85309.8 rss_mb=711 peak_mb=3125,2026-09-15T06:09:53.760965+00:00
"20260318T041549_20260318T043132_T46QCJ,20260318T041549_20260318T043132_T46QDH,20260318T041549_20260318T043132_T46QDJ",ok,length_m=92107.8 rss_mb=765 peak_mb=3129,2026-09-15T06:13:06.710665+00:00
"20260323T041551_20260323T042835_T46QCJ,20260323T041551_20260323T042835_T46QDH,20260323T041551_20260323T042835_T46QDJ",ok,length_m=91499.9 rss_mb=765 peak_mb=3146,2026-09-15T06:16:02.686730+00:00
"LC08_136045_20260324,LC08_136046_20260324",ok,length_m=84361.0 rss_mb=710 peak_mb=3146,2026-09-15T06:16:46.653607+00:00
"LC09_135045_20260325,LC09_135046_20260325",ok,length_m=50772.6 rss_mb=710 peak_mb=3146,2026-09-15T06:17:27.843167+00:00
LC09_136045_20260401,ok,length_m=89217.6 rss_mb=710 peak_mb=3146,2026-09-15T06:18:11.730717+00:00
"LC08_135045_20260402,LC08_135046_20260402",ok,length_m=50303.9 rss_mb=710 peak_mb=3146,2026-09-15T06:18:51.892381+00:00
"20260402T041551_20260402T043003_T46QCJ,20260402T041551_20260402T043003_T46QDH,20260402T041551_20260402T043003_T46QDJ",ok,length_m=91974.4 rss_mb=765 peak_mb=3146,2026-09-15T06:21:42.822194+00:00
"LC08_136045_20260409,LC08_136046_20260409",ok,length_m=82438.3 rss_mb=710 peak_mb=3146,2026-09-15T06:22:23.269343+00:00
"20260414T042231_20260414T042225_T46QCJ,20260414T042231_20260414T042225_T46QDH,20260414T042231_20260414T042225_T46QDJ",ok,length_m=79628.5 rss_mb=765 peak_mb=3146,2026-09-15T06:25:29.040043+00:00
"LC08_135045_20260418,LC08_135046_20260418",ok,length_m=53877.3 rss_mb=711 peak_mb=3146,2026-09-15T06:26:10.407893+00:00
"20260422T041551_20260422T043130_T46QCJ,20260422T041551_20260422T043130_T46QDH,20260422T041551_20260422T043130_T46QDJ",ok,length_m=90978.5 rss_mb=765 peak_mb=3146,2026-09-15T06:29:08.374632+00:00
"LC09_135045_20260426,LC09_135046_20260426",ok,length_m=54137.8 rss_mb=710 peak_mb=3146,2026-09-15T06:29:56.835469+00:00
