image_id,sensor,acq_datetime_utc,season_complete,aoi_cloud_pct,aoi_coverage_pct,status,reason,length_m,pct_aoi_alongshore_covered,flags
LE07_136045_20081125,L7,2008-11-25 04:08:19+00:00,True,0.0,65.52444561426597,extracted,,49899.487775078145,54.238573668563205,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20081211,L7,2008-12-11 04:08:29+00:00,True,0.7506639855741573,65.80904125814305,extracted,,49801.57395980212,54.13214560848056,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20081227,L7,2008-12-27 04:08:37+00:00,True,1.0478866378345275,66.78620780417187,extracted,,51142.13723909576,55.58927960771279,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20090112,LE07_136046_20090112",L7,2009-01-12 04:08:43+00:00,True,0.0049302433403771,67.96736197933802,extracted,,54590.10644275193,59.33707222038253,"slc_off,landsat_cloud_mask_issue"
"LE07_136045_20090128,LE07_136046_20090128",L7,2009-01-28 04:08:47+00:00,True,2.698005206447198,69.3245377377114,extracted,,58020.363615386465,63.06561262542007,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20090213,L7,2009-02-13 04:08:55+00:00,True,0.0,68.79153780351385,extracted,,52817.44496198221,57.41026626302414,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20090301,L7,2009-03-01 04:09:04+00:00,True,0.0,67.23037441600316,extracted,,51689.9982796551,56.18478073875554,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20090402,L7,2009-04-02 04:09:18+00:00,True,1.7333241757370037,64.16726985589261,extracted,,34229.03338517556,37.205471070843,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20090520,L7,2009-05-20 04:09:28+00:00,True,14.566899270228523,61.6322300454037,extracted,,33015.586795062576,35.886507385937584,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20090925,L7,2009-09-25 04:09:10+00:00,True,28.64822135523972,63.945186549976974,extracted,,21692.512100527467,23.578817500573336,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20091027,L7,2009-10-27 04:09:22+00:00,True,0.0,67.32414292294531,extracted,,53010.192813532296,57.61977479731771,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20091128,L7,2009-11-28 04:09:48+00:00,True,0.0,68.14338356254524,extracted,,54306.89785772482,59.0292368018748,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20091214,L7,2009-12-14 04:10:00+00:00,True,0.0068047396257431,68.56451931302232,extracted,,53558.67425803669,58.21595028047466,"slc_off,landsat_cloud_mask_issue"
LE07_136045_20091230,L7,2009-12-30 04:10:17+00:00,True,0.0,66.41113377640325,extracted,,50498.19174814533,54.8893388566797,"slc_off,landsat_cloud_mask_issue"
